"Código","Unidade Territorial","UF","Referência","Idosos que recebem o Benefício de Prestação Continuada (BPC) por Município pagador"
"120001","ACRELÂNDIA","AC","12/2020","49"
"120005","ASSIS BRASIL","AC","12/2020","80"
"120010","BRASILÉIA","AC","12/2020","417"
"120013","BUJARI","AC","12/2020","44"
"120017","CAPIXABA","AC","12/2020","47"
"120020","CRUZEIRO DO SUL","AC","12/2020","685"
"120025","EPITACIOLÂNDIA","AC","12/2020","233"
"120030","FEIJÓ","AC","12/2020","147"
"120032","JORDÃO","AC","12/2020","4"
"120033","MÂNCIO LIMA","AC","12/2020","25"
"120034","MANOEL URBANO","AC","12/2020","44"
"120035","MARECHAL THAUMATURGO","AC","12/2020","7"
"120038","PLÁCIDO DE CASTRO","AC","12/2020","145"
"120039","PORTO WALTER","AC","12/2020","1"
"120040","RIO BRANCO","AC","12/2020","4413"
"120042","RODRIGUES ALVES","AC","12/2020","6"
"120043","SANTA ROSA DO PURUS","AC","12/2020","8"
"120045","SENADOR GUIOMARD","AC","12/2020","195"
"120050","SENA MADUREIRA","AC","12/2020","301"
"120060","TARAUACÁ","AC","12/2020","265"
"120070","XAPURI","AC","12/2020","117"
"120080","PORTO ACRE","AC","12/2020","67"
"270010","ÁGUA BRANCA","AL","12/2020","60"
"270020","ANADIA","AL","12/2020","52"
"270030","ARAPIRACA","AL","12/2020","3143"
"270040","ATALAIA","AL","12/2020","743"
"270050","BARRA DE SANTO ANTÔNIO","AL","12/2020","37"
"270060","BARRA DE SÃO MIGUEL","AL","12/2020","49"
"270070","BATALHA","AL","12/2020","232"
"270080","BELÉM","AL","12/2020","6"
"270090","BELO MONTE","AL","12/2020","6"
"270100","BOCA DA MATA","AL","12/2020","410"
"270110","BRANQUINHA","AL","12/2020","18"
"270120","CACIMBINHAS","AL","12/2020","41"
"270130","CAJUEIRO","AL","12/2020","82"
"270135","CAMPESTRE","AL","12/2020","43"
"270140","CAMPO ALEGRE","AL","12/2020","497"
"270150","CAMPO GRANDE","AL","12/2020","53"
"270160","CANAPI","AL","12/2020","105"
"270170","CAPELA","AL","12/2020","278"
"270180","CARNEIROS","AL","12/2020","13"
"270190","CHÃ PRETA","AL","12/2020","12"
"270200","COITÉ DO NÓIA","AL","12/2020","15"
"270210","COLÔNIA LEOPOLDINA","AL","12/2020","225"
"270220","COQUEIRO SECO","AL","12/2020","38"
"270230","CORURIPE","AL","12/2020","832"
"270235","CRAÍBAS","AL","12/2020","150"
"270240","DELMIRO GOUVEIA","AL","12/2020","623"
"270250","DOIS RIACHOS","AL","12/2020","42"
"270255","ESTRELA DE ALAGOAS","AL","12/2020","29"
"270260","FEIRA GRANDE","AL","12/2020","68"
"270270","FELIZ DESERTO","AL","12/2020","55"
"270280","FLEXEIRAS","AL","12/2020","103"
"270290","GIRAU DO PONCIANO","AL","12/2020","267"
"270300","IBATEGUARA","AL","12/2020","94"
"270310","IGACI","AL","12/2020","151"
"270320","IGREJA NOVA","AL","12/2020","122"
"270330","INHAPI","AL","12/2020","48"
"270340","JACARÉ DOS HOMENS","AL","12/2020","12"
"270350","JACUÍPE","AL","12/2020","39"
"270360","JAPARATINGA","AL","12/2020","30"
"270370","JARAMATAIA","AL","12/2020","11"
"270375","JEQUIÁ DA PRAIA","AL","12/2020","29"
"270380","JOAQUIM GOMES","AL","12/2020","364"
"270390","JUNDIÁ","AL","12/2020","73"
"270400","JUNQUEIRO","AL","12/2020","179"
"270410","LAGOA DA CANOA","AL","12/2020","175"
"270420","LIMOEIRO DE ANADIA","AL","12/2020","126"
"270430","MACEIÓ","AL","12/2020","9307"
"270440","MAJOR ISIDORO","AL","12/2020","101"
"270450","MARAGOGI","AL","12/2020","346"
"270460","MARAVILHA","AL","12/2020","38"
"270470","MARECHAL DEODORO","AL","12/2020","454"
"270480","MARIBONDO","AL","12/2020","95"
"270490","MAR VERMELHO","AL","12/2020","5"
"270500","MATA GRANDE","AL","12/2020","76"
"270510","MATRIZ DE CAMARAGIBE","AL","12/2020","306"
"270520","MESSIAS","AL","12/2020","103"
"270530","MINADOR DO NEGRÃO","AL","12/2020","7"
"270540","MONTEIRÓPOLIS","AL","12/2020","22"
"270550","MURICI","AL","12/2020","405"
"270560","NOVO LINO","AL","12/2020","120"
"270570","OLHO DÁGUA DAS FLORES","AL","12/2020","157"
"270580","OLHO DÁGUA DO CASADO","AL","12/2020","19"
"270590","OLHO DÁGUA GRANDE","AL","12/2020","13"
"270600","OLIVENÇA","AL","12/2020","28"
"270610","OURO BRANCO","AL","12/2020","56"
"270620","PALESTINA","AL","12/2020","0"
"270630","PALMEIRA DOS ÍNDIOS","AL","12/2020","901"
"270640","PÃO DE AÇÚCAR","AL","12/2020","224"
"270642","PARICONHA","AL","12/2020","33"
"270644","PARIPUEIRA","AL","12/2020","93"
"270650","PASSO DE CAMARAGIBE","AL","12/2020","131"
"270660","PAULO JACINTO","AL","12/2020","38"
"270670","PENEDO","AL","12/2020","736"
"270680","PIAÇABUÇU","AL","12/2020","171"
"270690","PILAR","AL","12/2020","404"
"270700","PINDOBA","AL","12/2020","5"
"270710","PIRANHAS","AL","12/2020","186"
"270720","POÇO DAS TRINCHEIRAS","AL","12/2020","52"
"270730","PORTO CALVO","AL","12/2020","735"
"270740","PORTO DE PEDRAS","AL","12/2020","13"
"270750","PORTO REAL DO COLÉGIO","AL","12/2020","159"
"270760","QUEBRANGULO","AL","12/2020","82"
"270770","RIO LARGO","AL","12/2020","924"
"270780","ROTEIRO","AL","12/2020","26"
"270790","SANTA LUZIA DO NORTE","AL","12/2020","97"
"270800","SANTANA DO IPANEMA","AL","12/2020","400"
"270810","SANTANA DO MUNDAÚ","AL","12/2020","42"
"270820","SÃO BRÁS","AL","12/2020","44"
"270830","SÃO JOSÉ DA LAJE","AL","12/2020","196"
"270840","SÃO JOSÉ DA TAPERA","AL","12/2020","329"
"270850","SÃO LUÍS DO QUITUNDE","AL","12/2020","561"
"270860","SÃO MIGUEL DOS CAMPOS","AL","12/2020","867"
"270870","SÃO MIGUEL DOS MILAGRES","AL","12/2020","53"
"270880","SÃO SEBASTIÃO","AL","12/2020","192"
"270890","SATUBA","AL","12/2020","74"
"270895","SENADOR RUI PALMEIRA","AL","12/2020","4"
"270900","TANQUE DARCA","AL","12/2020","20"
"270910","TAQUARANA","AL","12/2020","57"
"270915","TEOTÔNIO VILELA","AL","12/2020","678"
"270920","TRAIPU","AL","12/2020","77"
"270930","UNIÃO DOS PALMARES","AL","12/2020","1493"
"270940","VIÇOSA","AL","12/2020","494"
"130002","ALVARÃES","AM","12/2020","47"
"130006","AMATURÁ","AM","12/2020","37"
"130008","ANAMÃ","AM","12/2020","61"
"130010","ANORI","AM","12/2020","67"
"130014","APUÍ","AM","12/2020","76"
"130020","ATALAIA DO NORTE","AM","12/2020","39"
"130030","AUTAZES","AM","12/2020","401"
"130040","BARCELOS","AM","12/2020","171"
"130050","BARREIRINHA","AM","12/2020","274"
"130060","BENJAMIN CONSTANT","AM","12/2020","269"
"130063","BERURI","AM","12/2020","259"
"130068","BOA VISTA DO RAMOS","AM","12/2020","73"
"130070","BOCA DO ACRE","AM","12/2020","416"
"130080","BORBA","AM","12/2020","242"
"130083","CAAPIRANGA","AM","12/2020","33"
"130090","CANUTAMA","AM","12/2020","157"
"130100","CARAUARI","AM","12/2020","636"
"130110","CAREIRO","AM","12/2020","425"
"130115","CAREIRO DA VÁRZEA","AM","12/2020","91"
"130120","COARI","AM","12/2020","608"
"130130","CODAJÁS","AM","12/2020","193"
"130140","EIRUNEPÉ","AM","12/2020","336"
"130150","ENVIRA","AM","12/2020","52"
"130160","FONTE BOA","AM","12/2020","194"
"130165","GUAJARÁ","AM","12/2020","9"
"130170","HUMAITÁ","AM","12/2020","305"
"130180","IPIXUNA","AM","12/2020","59"
"130185","IRANDUBA","AM","12/2020","1240"
"130190","ITACOATIARA","AM","12/2020","1272"
"130195","ITAMARATI","AM","12/2020","58"
"130200","ITAPIRANGA","AM","12/2020","97"
"130210","JAPURÁ","AM","12/2020","38"
"130220","JURUÁ","AM","12/2020","57"
"130230","JUTAÍ","AM","12/2020","134"
"130240","LÁBREA","AM","12/2020","480"
"130250","MANACAPURU","AM","12/2020","1708"
"130255","MANAQUIRI","AM","12/2020","225"
"130260","MANAUS","AM","12/2020","30381"
"130270","MANICORÉ","AM","12/2020","502"
"130280","MARAÃ","AM","12/2020","53"
"130290","MAUÉS","AM","12/2020","660"
"130300","NHAMUNDÁ","AM","12/2020","129"
"130310","NOVA OLINDA DO NORTE","AM","12/2020","443"
"130320","NOVO AIRÃO","AM","12/2020","246"
"130330","NOVO ARIPUANÃ","AM","12/2020","293"
"130340","PARINTINS","AM","12/2020","1500"
"130350","PAUINI","AM","12/2020","160"
"130353","PRESIDENTE FIGUEIREDO","AM","12/2020","533"
"130356","RIO PRETO DA EVA","AM","12/2020","451"
"130360","SANTA ISABEL DO RIO NEGRO","AM","12/2020","23"
"130370","SANTO ANTÔNIO DO IÇÁ","AM","12/2020","163"
"130380","SÃO GABRIEL DA CACHOEIRA","AM","12/2020","160"
"130390","SÃO PAULO DE OLIVENÇA","AM","12/2020","94"
"130395","SÃO SEBASTIÃO DO UATUMÃ","AM","12/2020","121"
"130400","SILVES","AM","12/2020","22"
"130406","TABATINGA","AM","12/2020","833"
"130410","TAPAUÁ","AM","12/2020","228"
"130420","TEFÉ","AM","12/2020","553"
"130423","TONANTINS","AM","12/2020","77"
"130426","UARINI","AM","12/2020","79"
"130430","URUCARÁ","AM","12/2020","163"
"130440","URUCURITUBA","AM","12/2020","141"
"160005","SERRA DO NAVIO","AP","12/2020","19"
"160010","AMAPÁ","AP","12/2020","68"
"160015","PEDRA BRANCA DO AMAPARI","AP","12/2020","51"
"160020","CALÇOENE","AP","12/2020","60"
"160021","CUTIAS","AP","12/2020","35"
"160023","FERREIRA GOMES","AP","12/2020","24"
"160025","ITAUBAL","AP","12/2020","13"
"160027","LARANJAL DO JARI","AP","12/2020","639"
"160030","MACAPÁ","AP","12/2020","7801"
"160040","MAZAGÃO","AP","12/2020","127"
"160050","OIAPOQUE","AP","12/2020","360"
"160053","PORTO GRANDE","AP","12/2020","113"
"160055","PRACUÚBA","AP","12/2020","9"
"160060","SANTANA","AP","12/2020","3108"
"160070","TARTARUGALZINHO","AP","12/2020","77"
"160080","VITÓRIA DO JARI","AP","12/2020","58"
"290010","ABAÍRA","BA","12/2020","61"
"290020","ABARÉ","BA","12/2020","19"
"290030","ACAJUTIBA","BA","12/2020","218"
"290035","ADUSTINA","BA","12/2020","24"
"290040","ÁGUA FRIA","BA","12/2020","100"
"290050","ÉRICO CARDOSO","BA","12/2020","19"
"290060","AIQUARA","BA","12/2020","148"
"290070","ALAGOINHAS","BA","12/2020","2969"
"290080","ALCOBAÇA","BA","12/2020","247"
"290090","ALMADINA","BA","12/2020","211"
"290100","AMARGOSA","BA","12/2020","578"
"290110","AMÉLIA RODRIGUES","BA","12/2020","346"
"290115","AMÉRICA DOURADA","BA","12/2020","13"
"290120","ANAGÉ","BA","12/2020","262"
"290130","ANDARAÍ","BA","12/2020","163"
"290135","ANDORINHA","BA","12/2020","72"
"290140","ANGICAL","BA","12/2020","55"
"290150","ANGUERA","BA","12/2020","40"
"290160","ANTAS","BA","12/2020","57"
"290170","ANTÔNIO CARDOSO","BA","12/2020","26"
"290180","ANTÔNIO GONÇALVES","BA","12/2020","50"
"290190","APORÁ","BA","12/2020","81"
"290195","APUAREMA","BA","12/2020","112"
"290200","ARACATU","BA","12/2020","49"
"290205","ARAÇÁS","BA","12/2020","60"
"290210","ARACI","BA","12/2020","307"
"290220","ARAMARI","BA","12/2020","103"
"290225","ARATACA","BA","12/2020","167"
"290230","ARATUÍPE","BA","12/2020","29"
"290240","AURELINO LEAL","BA","12/2020","231"
"290250","BAIANÓPOLIS","BA","12/2020","19"
"290260","BAIXA GRANDE","BA","12/2020","56"
"290265","BANZAÊ","BA","12/2020","27"
"290270","BARRA","BA","12/2020","236"
"290280","BARRA DA ESTIVA","BA","12/2020","140"
"290290","BARRA DO CHOÇA","BA","12/2020","535"
"290300","BARRA DO MENDES","BA","12/2020","64"
"290310","BARRA DO ROCHA","BA","12/2020","161"
"290320","BARREIRAS","BA","12/2020","1543"
"290323","BARRO ALTO","BA","12/2020","25"
"290327","BARROCAS","BA","12/2020","36"
"290330","BARRO PRETO","BA","12/2020","55"
"290340","BELMONTE","BA","12/2020","489"
"290350","BELO CAMPO","BA","12/2020","253"
"290360","BIRITINGA","BA","12/2020","79"
"290370","BOA NOVA","BA","12/2020","528"
"290380","BOA VISTA DO TUPIM","BA","12/2020","119"
"290390","BOM JESUS DA LAPA","BA","12/2020","918"
"290395","BOM JESUS DA SERRA","BA","12/2020","105"
"290400","BONINAL","BA","12/2020","70"
"290405","BONITO","BA","12/2020","35"
"290410","BOQUIRA","BA","12/2020","102"
"290420","BOTUPORÃ","BA","12/2020","49"
"290430","BREJÕES","BA","12/2020","167"
"290440","BREJOLÂNDIA","BA","12/2020","9"
"290450","BROTAS DE MACAÚBAS","BA","12/2020","50"
"290460","BRUMADO","BA","12/2020","783"
"290470","BUERAREMA","BA","12/2020","775"
"290475","BURITIRAMA","BA","12/2020","35"
"290480","CAATIBA","BA","12/2020","125"
"290485","CABACEIRAS DO PARAGUAÇU","BA","12/2020","20"
"290490","CACHOEIRA","BA","12/2020","351"
"290500","CACULÉ","BA","12/2020","363"
"290510","CAÉM","BA","12/2020","49"
"290515","CAETANOS","BA","12/2020","63"
"290520","CAETITÉ","BA","12/2020","482"
"290530","CAFARNAUM","BA","12/2020","23"
"290540","CAIRU","BA","12/2020","50"
"290550","CALDEIRÃO GRANDE","BA","12/2020","25"
"290560","CAMACAN","BA","12/2020","1790"
"290570","CAMAÇARI","BA","12/2020","3244"
"290580","CAMAMU","BA","12/2020","522"
"290590","CAMPO ALEGRE DE LOURDES","BA","12/2020","100"
"290600","CAMPO FORMOSO","BA","12/2020","557"
"290610","CANÁPOLIS","BA","12/2020","20"
"290620","CANARANA","BA","12/2020","35"
"290630","CANAVIEIRAS","BA","12/2020","1161"
"290640","CANDEAL","BA","12/2020","29"
"290650","CANDEIAS","BA","12/2020","959"
"290660","CANDIBA","BA","12/2020","52"
"290670","CÂNDIDO SALES","BA","12/2020","456"
"290680","CANSANÇÃO","BA","12/2020","237"
"290682","CANUDOS","BA","12/2020","77"
"290685","CAPELA DO ALTO ALEGRE","BA","12/2020","83"
"290687","CAPIM GROSSO","BA","12/2020","379"
"290689","CARAÍBAS","BA","12/2020","68"
"290690","CARAVELAS","BA","12/2020","353"
"290700","CARDEAL DA SILVA","BA","12/2020","124"
"290710","CARINHANHA","BA","12/2020","241"
"290720","CASA NOVA","BA","12/2020","196"
"290730","CASTRO ALVES","BA","12/2020","502"
"290740","CATOLÂNDIA","BA","12/2020","3"
"290750","CATU","BA","12/2020","781"
"290755","CATURAMA","BA","12/2020","7"
"290760","CENTRAL","BA","12/2020","39"
"290770","CHORROCHÓ","BA","12/2020","12"
"290780","CÍCERO DANTAS","BA","12/2020","262"
"290790","CIPÓ","BA","12/2020","111"
"290800","COARACI","BA","12/2020","1462"
"290810","COCOS","BA","12/2020","146"
"290820","CONCEIÇÃO DA FEIRA","BA","12/2020","166"
"290830","CONCEIÇÃO DO ALMEIDA","BA","12/2020","120"
"290840","CONCEIÇÃO DO COITÉ","BA","12/2020","673"
"290850","CONCEIÇÃO DO JACUÍPE","BA","12/2020","410"
"290860","CONDE","BA","12/2020","352"
"290870","CONDEÚBA","BA","12/2020","181"
"290880","CONTENDAS DO SINCORÁ","BA","12/2020","55"
"290890","CORAÇÃO DE MARIA","BA","12/2020","134"
"290900","CORDEIROS","BA","12/2020","41"
"290910","CORIBE","BA","12/2020","95"
"290920","CORONEL JOÃO SÁ","BA","12/2020","27"
"290930","CORRENTINA","BA","12/2020","198"
"290940","COTEGIPE","BA","12/2020","40"
"290950","CRAVOLÂNDIA","BA","12/2020","62"
"290960","CRISÓPOLIS","BA","12/2020","140"
"290970","CRISTÓPOLIS","BA","12/2020","31"
"290980","CRUZ DAS ALMAS","BA","12/2020","492"
"290990","CURAÇÁ","BA","12/2020","62"
"291000","DÁRIO MEIRA","BA","12/2020","601"
"291005","DIAS DÁVILA","BA","12/2020","1313"
"291010","DOM BASÍLIO","BA","12/2020","16"
"291020","DOM MACEDO COSTA","BA","12/2020","20"
"291030","ELÍSIO MEDRADO","BA","12/2020","28"
"291040","ENCRUZILHADA","BA","12/2020","271"
"291050","ENTRE RIOS","BA","12/2020","655"
"291060","ESPLANADA","BA","12/2020","702"
"291070","EUCLIDES DA CUNHA","BA","12/2020","505"
"291072","EUNÁPOLIS","BA","12/2020","4524"
"291075","FÁTIMA","BA","12/2020","45"
"291077","FEIRA DA MATA","BA","12/2020","19"
"291080","FEIRA DE SANTANA","BA","12/2020","11537"
"291085","FILADÉLFIA","BA","12/2020","53"
"291090","FIRMINO ALVES","BA","12/2020","178"
"291100","FLORESTA AZUL","BA","12/2020","457"
"291110","FORMOSA DO RIO PRETO","BA","12/2020","101"
"291120","GANDU","BA","12/2020","1195"
"291125","GAVIÃO","BA","12/2020","34"
"291130","GENTIO DO OURO","BA","12/2020","24"
"291140","GLÓRIA","BA","12/2020","25"
"291150","GONGOGI","BA","12/2020","248"
"291160","GOVERNADOR MANGABEIRA","BA","12/2020","73"
"291165","GUAJERU","BA","12/2020","9"
"291170","GUANAMBI","BA","12/2020","1595"
"291180","GUARATINGA","BA","12/2020","758"
"291185","HELIÓPOLIS","BA","12/2020","5"
"291190","IAÇU","BA","12/2020","753"
"291200","IBIASSUCÊ","BA","12/2020","46"
"291210","IBICARAÍ","BA","12/2020","1390"
"291220","IBICOARA","BA","12/2020","68"
"291230","IBICUÍ","BA","12/2020","640"
"291240","IBIPEBA","BA","12/2020","30"
"291250","IBIPITANGA","BA","12/2020","83"
"291260","IBIQUERA","BA","12/2020","10"
"291270","IBIRAPITANGA","BA","12/2020","678"
"291280","IBIRAPUÃ","BA","12/2020","185"
"291290","IBIRATAIA","BA","12/2020","832"
"291300","IBITIARA","BA","12/2020","47"
"291310","IBITITÁ","BA","12/2020","23"
"291320","IBOTIRAMA","BA","12/2020","404"
"291330","ICHU","BA","12/2020","19"
"291340","IGAPORÃ","BA","12/2020","87"
"291345","IGRAPIÚNA","BA","12/2020","40"
"291350","IGUAÍ","BA","12/2020","1064"
"291360","ILHÉUS","BA","12/2020","4338"
"291370","INHAMBUPE","BA","12/2020","475"
"291380","IPECAETÁ","BA","12/2020","54"
"291390","IPIAÚ","BA","12/2020","2215"
"291400","IPIRÁ","BA","12/2020","595"
"291410","IPUPIARA","BA","12/2020","25"
"291420","IRAJUBA","BA","12/2020","32"
"291430","IRAMAIA","BA","12/2020","76"
"291440","IRAQUARA","BA","12/2020","93"
"291450","IRARÁ","BA","12/2020","340"
"291460","IRECÊ","BA","12/2020","356"
"291465","ITABELA","BA","12/2020","1164"
"291470","ITABERABA","BA","12/2020","1425"
"291480","ITABUNA","BA","12/2020","6620"
"291490","ITACARÉ","BA","12/2020","365"
"291500","ITAETÉ","BA","12/2020","157"
"291510","ITAGI","BA","12/2020","748"
"291520","ITAGIBÁ","BA","12/2020","522"
"291530","ITAGIMIRIM","BA","12/2020","688"
"291535","ITAGUAÇU DA BAHIA","BA","12/2020","23"
"291540","ITAJU DO COLÔNIA","BA","12/2020","243"
"291550","ITAJUÍPE","BA","12/2020","660"
"291560","ITAMARAJU","BA","12/2020","2619"
"291570","ITAMARI","BA","12/2020","101"
"291580","ITAMBÉ","BA","12/2020","460"
"291590","ITANAGRA","BA","12/2020","53"
"291600","ITANHÉM","BA","12/2020","582"
"291610","ITAPARICA","BA","12/2020","756"
"291620","ITAPÉ","BA","12/2020","304"
"291630","ITAPEBI","BA","12/2020","331"
"291640","ITAPETINGA","BA","12/2020","1963"
"291650","ITAPICURU","BA","12/2020","139"
"291660","ITAPITANGA","BA","12/2020","231"
"291670","ITAQUARA","BA","12/2020","90"
"291680","ITARANTIM","BA","12/2020","259"
"291685","ITATIM","BA","12/2020","257"
"291690","ITIRUÇU","BA","12/2020","207"
"291700","ITIÚBA","BA","12/2020","217"
"291710","ITORORÓ","BA","12/2020","836"
"291720","ITUAÇU","BA","12/2020","142"
"291730","ITUBERÁ","BA","12/2020","387"
"291733","IUIU","BA","12/2020","95"
"291735","JABORANDI","BA","12/2020","17"
"291740","JACARACI","BA","12/2020","84"
"291750","JACOBINA","BA","12/2020","767"
"291760","JAGUAQUARA","BA","12/2020","1311"
"291770","JAGUARARI","BA","12/2020","253"
"291780","JAGUARIPE","BA","12/2020","22"
"291790","JANDAÍRA","BA","12/2020","76"
"291800","JEQUIÉ","BA","12/2020","5917"
"291810","JEREMOABO","BA","12/2020","280"
"291820","JIQUIRIÇÁ","BA","12/2020","78"
"291830","JITAÚNA","BA","12/2020","630"
"291835","JOÃO DOURADO","BA","12/2020","40"
"291840","JUAZEIRO","BA","12/2020","2435"
"291845","JUCURUÇU","BA","12/2020","185"
"291850","JUSSARA","BA","12/2020","37"
"291855","JUSSARI","BA","12/2020","158"
"291860","JUSSIAPE","BA","12/2020","64"
"291870","LAFAIETE COUTINHO","BA","12/2020","48"
"291875","LAGOA REAL","BA","12/2020","14"
"291880","LAJE","BA","12/2020","91"
"291890","LAJEDÃO","BA","12/2020","171"
"291900","LAJEDINHO","BA","12/2020","25"
"291905","LAJEDO DO TABOCAL","BA","12/2020","35"
"291910","LAMARÃO","BA","12/2020","30"
"291915","LAPÃO","BA","12/2020","50"
"291920","LAURO DE FREITAS","BA","12/2020","2591"
"291930","LENÇÓIS","BA","12/2020","70"
"291940","LICÍNIO DE ALMEIDA","BA","12/2020","153"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","12/2020","224"
"291955","LUÍS EDUARDO MAGALHÃES","BA","12/2020","507"
"291960","MACAJUBA","BA","12/2020","53"
"291970","MACARANI","BA","12/2020","186"
"291980","MACAÚBAS","BA","12/2020","174"
"291990","MACURURÉ","BA","12/2020","10"
"291992","MADRE DE DEUS","BA","12/2020","82"
"291995","MAETINGA","BA","12/2020","66"
"292000","MAIQUINIQUE","BA","12/2020","95"
"292010","MAIRI","BA","12/2020","98"
"292020","MALHADA","BA","12/2020","81"
"292030","MALHADA DE PEDRAS","BA","12/2020","33"
"292040","MANOEL VITORINO","BA","12/2020","309"
"292045","MANSIDÃO","BA","12/2020","11"
"292050","MARACÁS","BA","12/2020","258"
"292060","MARAGOGIPE","BA","12/2020","162"
"292070","MARAÚ","BA","12/2020","43"
"292080","MARCIONÍLIO SOUZA","BA","12/2020","45"
"292090","MASCOTE","BA","12/2020","358"
"292100","MATA DE SÃO JOÃO","BA","12/2020","858"
"292105","MATINA","BA","12/2020","21"
"292110","MEDEIROS NETO","BA","12/2020","1453"
"292120","MIGUEL CALMON","BA","12/2020","147"
"292130","MILAGRES","BA","12/2020","198"
"292140","MIRANGABA","BA","12/2020","39"
"292145","MIRANTE","BA","12/2020","75"
"292150","MONTE SANTO","BA","12/2020","272"
"292160","MORPARÁ","BA","12/2020","32"
"292170","MORRO DO CHAPÉU","BA","12/2020","158"
"292180","MORTUGABA","BA","12/2020","58"
"292190","MUCUGÊ","BA","12/2020","56"
"292200","MUCURI","BA","12/2020","864"
"292205","MULUNGU DO MORRO","BA","12/2020","17"
"292210","MUNDO NOVO","BA","12/2020","110"
"292220","MUNIZ FERREIRA","BA","12/2020","9"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","12/2020","6"
"292230","MURITIBA","BA","12/2020","199"
"292240","MUTUÍPE","BA","12/2020","168"
"292250","NAZARÉ","BA","12/2020","594"
"292260","NILO PEÇANHA","BA","12/2020","165"
"292265","NORDESTINA","BA","12/2020","69"
"292270","NOVA CANAÃ","BA","12/2020","400"
"292273","NOVA FÁTIMA","BA","12/2020","92"
"292275","NOVA IBIÁ","BA","12/2020","87"
"292280","NOVA ITARANA","BA","12/2020","43"
"292285","NOVA REDENÇÃO","BA","12/2020","14"
"292290","NOVA SOURE","BA","12/2020","189"
"292300","NOVA VIÇOSA","BA","12/2020","1070"
"292303","NOVO HORIZONTE","BA","12/2020","41"
"292305","NOVO TRIUNFO","BA","12/2020","30"
"292310","OLINDINA","BA","12/2020","329"
"292320","OLIVEIRA DOS BREJINHOS","BA","12/2020","144"
"292330","OURIÇANGAS","BA","12/2020","75"
"292335","OUROLÂNDIA","BA","12/2020","59"
"292340","PALMAS DE MONTE ALTO","BA","12/2020","177"
"292350","PALMEIRAS","BA","12/2020","124"
"292360","PARAMIRIM","BA","12/2020","167"
"292370","PARATINGA","BA","12/2020","173"
"292380","PARIPIRANGA","BA","12/2020","120"
"292390","PAU BRASIL","BA","12/2020","277"
"292400","PAULO AFONSO","BA","12/2020","1366"
"292405","PÉ DE SERRA","BA","12/2020","89"
"292410","PEDRÃO","BA","12/2020","52"
"292420","PEDRO ALEXANDRE","BA","12/2020","39"
"292430","PIATÃ","BA","12/2020","136"
"292440","PILÃO ARCADO","BA","12/2020","90"
"292450","PINDAÍ","BA","12/2020","52"
"292460","PINDOBAÇU","BA","12/2020","138"
"292465","PINTADAS","BA","12/2020","33"
"292467","PIRAÍ DO NORTE","BA","12/2020","55"
"292470","PIRIPÁ","BA","12/2020","95"
"292480","PIRITIBA","BA","12/2020","115"
"292490","PLANALTINO","BA","12/2020","69"
"292500","PLANALTO","BA","12/2020","481"
"292510","POÇÕES","BA","12/2020","1856"
"292520","POJUCA","BA","12/2020","588"
"292525","PONTO NOVO","BA","12/2020","114"
"292530","PORTO SEGURO","BA","12/2020","2656"
"292540","POTIRAGUÁ","BA","12/2020","208"
"292550","PRADO","BA","12/2020","522"
"292560","PRESIDENTE DUTRA","BA","12/2020","23"
"292570","PRESIDENTE JÂNIO QUADROS","BA","12/2020","68"
"292575","PRESIDENTE TANCREDO NEVES","BA","12/2020","163"
"292580","QUEIMADAS","BA","12/2020","339"
"292590","QUIJINGUE","BA","12/2020","71"
"292593","QUIXABEIRA","BA","12/2020","28"
"292595","RAFAEL JAMBEIRO","BA","12/2020","46"
"292600","REMANSO","BA","12/2020","340"
"292610","RETIROLÂNDIA","BA","12/2020","31"
"292620","RIACHÃO DAS NEVES","BA","12/2020","81"
"292630","RIACHÃO DO JACUÍPE","BA","12/2020","642"
"292640","RIACHO DE SANTANA","BA","12/2020","260"
"292650","RIBEIRA DO AMPARO","BA","12/2020","32"
"292660","RIBEIRA DO POMBAL","BA","12/2020","582"
"292665","RIBEIRÃO DO LARGO","BA","12/2020","43"
"292670","RIO DE CONTAS","BA","12/2020","78"
"292680","RIO DO ANTÔNIO","BA","12/2020","67"
"292690","RIO DO PIRES","BA","12/2020","52"
"292700","RIO REAL","BA","12/2020","330"
"292710","RODELAS","BA","12/2020","15"
"292720","RUY BARBOSA","BA","12/2020","402"
"292730","SALINAS DA MARGARIDA","BA","12/2020","105"
"292740","SALVADOR","BA","12/2020","35609"
"292750","SANTA BÁRBARA","BA","12/2020","114"
"292760","SANTA BRÍGIDA","BA","12/2020","57"
"292770","SANTA CRUZ CABRÁLIA","BA","12/2020","480"
"292780","SANTA CRUZ DA VITÓRIA","BA","12/2020","254"
"292790","SANTA INÊS","BA","12/2020","380"
"292800","SANTALUZ","BA","12/2020","511"
"292805","SANTA LUZIA","BA","12/2020","272"
"292810","SANTA MARIA DA VITÓRIA","BA","12/2020","647"
"292820","SANTANA","BA","12/2020","115"
"292830","SANTANÓPOLIS","BA","12/2020","20"
"292840","SANTA RITA DE CÁSSIA","BA","12/2020","127"
"292850","SANTA TEREZINHA","BA","12/2020","49"
"292860","SANTO AMARO","BA","12/2020","901"
"292870","SANTO ANTÔNIO DE JESUS","BA","12/2020","1177"
